,author_id,username,author_followers,author_tweets,author_description,author_location,text,created_at,retweets,replies,likes,quote_count
103,474068285,CallMe_PRETTYC,1474,84699,Sc-Callme_prettyc,,This fucking boy always start an argument with me every Saturday 🙄,2022-06-26 00:09:05+00:00,0,0,0,0
104,1348356904058290176,woodhull_abe,1487,8643,"American | OIF / OEF Veteran | Anti-Globalist | Staunch Independent | ""What's past is prologue."" - Shakespeare | Pronouns: Alpha-Male | #IFBAP",,"I wonder as the sting of the #RoeVsWade decision wears off, if zealots will eventually come to their senses and understand that less Federal control is essential to keeping America alive.",2022-06-25 23:51:23+00:00,1,0,3,0
105,474068285,CallMe_PRETTYC,1474,84699,Sc-Callme_prettyc,,"I just boiled some fabuloso and ts got me dizzy asfff, I will never do that again",2022-06-25 23:45:23+00:00,0,0,0,0
106,1070745272458842113,LarryFieldsTCG,235,1673,PT Phoenix 2020 | Twitch Streamer | MTG Grinder | FAB Grinder |,"Grand Rapids, Michigan",MTGO testing might be the worse way to get ready for the upcoming RCQ events. The online programs for magic are just so bad equally 😅,2022-06-25 23:20:00+00:00,0,1,3,0
107,1362957823,Supreme_Kev,600,46011,,"Grand Rapids, MI","Call me when what you want , jus don’t call my phone if it ain’t about money 💸",2022-06-25 23:17:59+00:00,0,0,0,0
108,1348356904058290176,woodhull_abe,1487,8643,"American | OIF / OEF Veteran | Anti-Globalist | Staunch Independent | ""What's past is prologue."" - Shakespeare | Pronouns: Alpha-Male | #IFBAP",,This really does feel like a battle between good and evil.,2022-06-25 22:39:55+00:00,0,2,13,0
109,474068285,CallMe_PRETTYC,1474,84699,Sc-Callme_prettyc,,"It literally just took $60 to fill my tank up, I am pissed lol",2022-06-25 22:18:17+00:00,0,0,0,0
110,1387556653801869318,IamAndreaW,154,271,"Massage Therapist | Animal Massage Therapist | Doula | Esthetician | Your Wellness Bestie………. Poly Blk Chic Captivated by life, showing it here","Cincinnati, OH","I’m Bisexual, I’m married to a man and I’m a mother and can be all of those things. 

Thank you for those who always love and support me no matter what!! I love you all so much!! ❤️❤️ 
Happy pride. 🌈 
Do more of what makes you happy.",2022-06-25 21:57:30+00:00,1,0,4,0
111,1387556653801869318,IamAndreaW,154,271,"Massage Therapist | Animal Massage Therapist | Doula | Esthetician | Your Wellness Bestie………. Poly Blk Chic Captivated by life, showing it here","Cincinnati, OH","and be who we want. More than anything, that's why I am doing this. I can't run from the truth anymore and the fact is, I shouldn't have to. So I won't, not anymore, not ever again.",2022-06-25 21:57:30+00:00,1,1,2,0
112,1387556653801869318,IamAndreaW,154,271,"Massage Therapist | Animal Massage Therapist | Doula | Esthetician | Your Wellness Bestie………. Poly Blk Chic Captivated by life, showing it here","Cincinnati, OH","Though it was never anything I kept a secret, just something I never publicized….until now at age 33.

I also know I am not changing for anyone, and if you feel the same way, you shouldn't either. We should all be able to live our truth, love who we want, want who we want,",2022-06-25 21:57:30+00:00,0,1,2,0
113,1387556653801869318,IamAndreaW,154,271,"Massage Therapist | Animal Massage Therapist | Doula | Esthetician | Your Wellness Bestie………. Poly Blk Chic Captivated by life, showing it here","Cincinnati, OH","This might be a confusing statement to some, especially to those that have gotten to know me. Yes, I am in a committed relationship with a man.  But that doesn't mean I'm straight. It means I am attracted to men and women.

I’ve always known..Many have known. Many didn’t….",2022-06-25 21:57:30+00:00,0,1,1,0
114,22022775,tmj_wy_nursing,278,423,Follow this account for geo-targeted Healthcare-Nursing job tweets in Wyoming Non-Metro. Need help? Tweet us at @CareerArc!,Wyoming,"Stop staring at the clock every day. It's time for a new career. Follow us to view jobs with titles like ""Nurse Practitioner-Rheumatology"" in Casper, WY. #RN #Nurse",2022-06-25 20:38:32+00:00,0,0,0,0
115,1279280942964568069,CChip377,11,592,"check me out on twitch laddys
https://t.co/dvYmjkHBgn…
Please click this link to help my channel out for free
https://t.co/DFldmw3eEq",,Slept at the Sleep Inn last night. Using the bar of soap provided felt like I was applying slime on myself,2022-06-25 19:54:18+00:00,0,1,0,0
116,2499398126,cablebox666,320,32250,movies & seattle sports tweeted about here. born & raised in seattle.,14 day limit,no one will ever convince me religion is a good thing,2022-06-25 17:07:04+00:00,0,0,2,0
117,1386126529197871107,RG_Leachman,7812,2513,"🇨🇦 turned Wyomingite. Petroleum Engineer. Oil, Gas, & Bitcoin.
Ops @ Century Natural Resources in the PRB.
Formerly: Co-Founder JAI Energy Bitcoin Mining.","Wyoming, USA","Camping on a ranchers land outside of Cody, WY. He came and had breakfast with us outside this morning. Pancakes, sausage, and coffee over the fire. Talked farming, beef, and bitcoin. Looking to scale his ops and build a community….said I know some folks that would love to help",2022-06-25 15:33:48+00:00,14,8,261,0
118,1420736848394137603,trixie1111111,71,694,777,,the love ain’t the same no more🤷🏽‍♀️,2022-06-25 04:16:10+00:00,0,0,0,0
119,474068285,CallMe_PRETTYC,1474,84699,Sc-Callme_prettyc,,I love Tariq and Braydon,2022-06-25 04:15:56+00:00,0,0,0,0
120,1362957823,Supreme_Kev,600,46011,,"Grand Rapids, MI",Ion love no bitch I love fashion,2022-06-25 04:13:37+00:00,0,0,0,0
121,1472079237385539587,king_era17,105,563,👨🏿‍🎓🏆,"Louisiana, USA",30’s in the club and my niggas got the same thing,2022-06-25 03:07:04+00:00,0,0,0,0
122,571891982,__kenzzzzz,2511,97582,I love sports and the gym. Go Blue 〽️,"Grand Rapids, MI",I just want Mackinnon to win a cup (only him),2022-06-25 03:03:06+00:00,0,1,1,0
123,571891982,__kenzzzzz,2511,97582,I love sports and the gym. Go Blue 〽️,"Grand Rapids, MI",Fuck Corey Perry you snitch,2022-06-25 02:54:31+00:00,0,0,5,0
124,805865380673679360,BrokawTim,1029,13819,"Retired Proud BOOMER ...former Texan
 I believe in Democratic values yet Independant. Wind power!!!!!  🚫DM's  #Independant  YES wind generators ! #BlueCrew","Wyoming, USA","Dear tRUMP, 
As you sit back and chuckle about the disarray and anger in America you caused, the GOP radicals that followed you and were voted into office to support your dreams of autocracy... come November 2022, 
FUQQQQQQQQQQQ YOUUUUUUU!",2022-06-25 02:27:42+00:00,0,1,1,0
125,571891982,__kenzzzzz,2511,97582,I love sports and the gym. Go Blue 〽️,"Grand Rapids, MI",Kucherov is so fucking good and I hate it,2022-06-25 01:34:24+00:00,0,1,0,0
126,46553585,Kelli_MI,914,78135,"Country, Red Dirt, Classic Rock music lover, hiker, biker, concerts, equines, traveling, books, yoga, health/fitness. #Celiac #FoodAllergies","Wyoming, USA",Why must companies state what side they’re on? Don’t they know it’s a turnoff and possibility of losing customers?,2022-06-25 00:21:51+00:00,0,0,0,0
127,805865380673679360,BrokawTim,1029,13819,"Retired Proud BOOMER ...former Texan
 I believe in Democratic values yet Independant. Wind power!!!!!  🚫DM's  #Independant  YES wind generators ! #BlueCrew","Wyoming, USA","So , doing the math... 
Average viable sperm per ejaculated x 3 average ejaculations per week, x 52 weeks per year.... 
MAGAT/GOP SCOTUS supporting males have ABORTED A POSSIBLE 42,120,000,000 children... 

Send them to JAIL!!!

FUQQING HYPOCRITES!!!",2022-06-25 00:09:45+00:00,0,0,1,0
128,805865380673679360,BrokawTim,1029,13819,"Retired Proud BOOMER ...former Texan
 I believe in Democratic values yet Independant. Wind power!!!!!  🚫DM's  #Independant  YES wind generators ! #BlueCrew","Wyoming, USA","Sooo, is a natural miscarriage due to lack of medical care or medical insurance considered an illegal abortion? 
Is natural ovulation and a woman's period after engaging in sex considered an abortion? 
If we vote out extreme conservative GOP ..  IS that an abortion?",2022-06-24 23:55:29+00:00,1,2,2,0
129,1035945635097325570,_LaReinaa31,270,8866,,,My man been being a big baby all day 🙄 he’s really irritating me,2022-06-24 22:15:34+00:00,0,0,1,0
130,1386126529197871107,RG_Leachman,7812,2513,"🇨🇦 turned Wyomingite. Petroleum Engineer. Oil, Gas, & Bitcoin.
Ops @ Century Natural Resources in the PRB.
Formerly: Co-Founder JAI Energy Bitcoin Mining.","Wyoming, USA",People with hot takes that USA is heading to a civil war. Not happening. Laughable to think one side would even have a chance,2022-06-24 22:09:21+00:00,1,4,25,0
131,44921138,MtnMack,1079,7800,Actor. Writer. Roadtripper. COVID stories at @fatiguedpod. My #bigguy show on Amazon https://t.co/SzuqjenqWK IMDB: https://t.co/73un45xFKs,United States,We’ve been here &amp; addressed this disservice to women’s body autonomy before. My hope is that we can right this wrong once again. To give women back their freedom to choose and keep the opinion and religion of others out of a very personal and private decision. #RoeVWade,2022-06-24 22:04:24+00:00,0,1,2,0
132,44921138,MtnMack,1079,7800,Actor. Writer. Roadtripper. COVID stories at @fatiguedpod. My #bigguy show on Amazon https://t.co/SzuqjenqWK IMDB: https://t.co/73un45xFKs,United States,"ProChoice is the only position of the 2 opposing views that allows for every potential case and medical need. The 1 position that actually includes both sides of the arg. Having all medical options open is the only ethical choice that makes sense for personal freedoms, legally.",2022-06-24 22:04:24+00:00,0,1,1,0
133,4846417932,kapowder,932,7037,"skier, bookworm, storyteller and artist • writer for @skiutah • art prints avail on my website  • utah • wyoming","Salt Lake City, UT",More like the Supremely BAD Court…,2022-06-24 20:01:51+00:00,0,1,3,0
134,391022333,BaileyIAm,274,7910,just a loser with two (2) dogs,in an existential crisis,I hate this place,2022-06-24 18:36:21+00:00,0,0,1,0
135,1427399474029072393,shyanna_gaston,24,226,Poet ✍🏻 Photographer 📸,"Wyoming, USA","I don’t know how to make you come back. 
I thought after months of drowning in tears, 
you would just show up to wipe them away. 
Instead, I look up at the sky of twinkling stars,
and I water the grass below me. 
#poetry #POEMS #poetrycommunity #poetrylovers #poetrytwitter #grief",2022-06-24 18:29:52+00:00,0,0,2,0
136,879383169128177665,michiganPat,219,15334,Die hard 〽️ichigan fan who thinks August is overrated. Crypto is the future,"Holland, MI",Today is not a day taking a step in the right direction,2022-06-24 16:24:44+00:00,0,0,1,0
137,630544860,coolclothesfor,453,14466,I’m making videos again ➡️ https://t.co/RhYXHNDe0x,,"Did I really just wake up to the US overturning the right to a legal fucking abortion

World going to shit and we’re passing regressive bull just to throw the cherry on top",2022-06-24 16:16:24+00:00,0,0,6,0
138,18601757,intelboy,22,3019,,"Sheridan,Wy",This is sad day.,2022-06-24 15:41:06+00:00,0,0,0,0
139,18601757,intelboy,22,3019,,"Sheridan,Wy","I thank God that my mother passed away in '05 and didn't see this day...I weep,I have anger, I am terrified for all women in America today. If you believe #SCOTUS did the right thing, fine. I EXPLICITLY  do not and will do everything in my power to help women who need help.",2022-06-24 15:41:05+00:00,0,1,0,0
140,495541446,j__henk,514,20921,this one’s called ‘rejects in the attic’,THE quarterback factory,driving through wyoming. almost hit a coyote. my life is a movie.,2022-06-24 10:39:23+00:00,0,2,0,0
141,474068285,CallMe_PRETTYC,1474,84699,Sc-Callme_prettyc,,"Nigga just sit around n get high n fall asleep, I hate it",2022-06-24 08:20:00+00:00,0,0,0,0
142,2299049257,BigSkyWrestling,357,6083,"Wyoming's longest running pro 🤼‍♀️🤼‍♀️wrestling promotion💪. 🇵🇷 | ⚾ Astros, Mets, Rays. #Wooston, All things crypto","Laramie, WY",Anyone know who the Hispanic commentator is on the Yankees telecast? Checked online but not finding em. Alguien sabe quien es el comentador Hispano de los Yankees? No lo conosco pero nos encanta.,2022-06-24 01:02:14+00:00,0,1,0,0
143,347909007,LookAtTEDDIE,3664,18510,|Father Of Cairo D. Eddie🦁|Louisianimal🦍|Cancer♋️| IG:EddieBoi318🐻,Da Boot🐊,I hate being depressed 😶,2022-06-23 23:26:43+00:00,6,2,13,1
144,1386126529197871107,RG_Leachman,7812,2513,"🇨🇦 turned Wyomingite. Petroleum Engineer. Oil, Gas, & Bitcoin.
Ops @ Century Natural Resources in the PRB.
Formerly: Co-Founder JAI Energy Bitcoin Mining.","Wyoming, USA","I blame the unvaccinated, gun owning, climate change denying, fossil fuel using, Trump supporting, Putin sympathizers for the current thing",2022-06-23 23:15:01+00:00,5,13,61,0
145,347909007,LookAtTEDDIE,3664,18510,|Father Of Cairo D. Eddie🦁|Louisianimal🦍|Cancer♋️| IG:EddieBoi318🐻,Da Boot🐊,Hate to ask for help because it be having me so ashamed🤐,2022-06-23 22:59:42+00:00,0,0,2,0
146,474068285,CallMe_PRETTYC,1474,84699,Sc-Callme_prettyc,,"September me, I’m ready for more life!!!!",2022-06-23 20:00:30+00:00,0,0,0,0
147,474068285,CallMe_PRETTYC,1474,84699,Sc-Callme_prettyc,,I bought my brother some Yeezys for his bday n he then gave me like 6 hugs saying thank you 😭,2022-06-23 19:11:44+00:00,0,0,0,0
148,73820068,docnativemusic,683,8694,"MTV VMA AWARD WINNER. Artist, Producer and Songwriter. Native American member of the Seminole Tribe of Florida.","Hollywood, FL",I really cant stand when ppl call themselves Alphas lol,2022-06-23 19:00:40+00:00,5,2,16,2
149,2298673202,QuentCordair,1871,11557,"Author, artist, gallery owner. Objectivist. Romantic Realist. Former USMC. Individualist. http://t.co/L5rmwvUbDi & http://t.co/goVhjjuCd9","Napa, California","I would swear off politics for life, if politics would only swear off me.",2022-06-23 18:22:50+00:00,7,2,31,0
150,474068285,CallMe_PRETTYC,1474,84699,Sc-Callme_prettyc,,I finally feel normal again 😭 the liquor literally whooped my ass ts sad.,2022-06-23 14:11:01+00:00,0,0,0,0
151,5663042,cwoodruff,7349,51631,at @RocketHomes. Admirer of HTTP and Web APIs. Speaker. Lover of Bourbon! My tweets are made with recycled electrons.,"Wyoming, MI","Want to get back into the Grand Rapids/West Michigan technology scene in the Fall. Any suggestion people have to find meetings, groups and individuals to get back into the know? #GrandRapids",2022-06-23 13:36:20+00:00,1,3,0,0
152,1070745272458842113,LarryFieldsTCG,235,1673,PT Phoenix 2020 | Twitch Streamer | MTG Grinder | FAB Grinder |,"Grand Rapids, Michigan",People keep claiming BR Midrange (Pioneer) is bad while it's going to keep winning and they will resort to complaining they were unlucky 😅. A midrange deck full of 2 for 1's must be garbage 🗑️,2022-06-23 04:34:24+00:00,0,0,1,0
153,1254471973230358530,penelopeo16,26,35,apologetically myself,,"I don’t Erdogant anyone telling me it’s Constantinople, we all know it’s Istanbul",2022-06-23 04:15:23+00:00,0,1,2,0
154,1386126529197871107,RG_Leachman,7812,2513,"🇨🇦 turned Wyomingite. Petroleum Engineer. Oil, Gas, & Bitcoin.
Ops @ Century Natural Resources in the PRB.
Formerly: Co-Founder JAI Energy Bitcoin Mining.","Wyoming, USA","First you’re getting groceries instacart to your house to find time for workouts at the gym. Then you start ordering meat in bulk. Then you move to the country, start hunting, grow a garden, want lots of kids. Soon you throw out your TV, read in a deep squat and walk barefoot",2022-06-23 03:58:40+00:00,6,14,149,2
155,1348356904058290176,woodhull_abe,1487,8643,"American | OIF / OEF Veteran | Anti-Globalist | Staunch Independent | ""What's past is prologue."" - Shakespeare | Pronouns: Alpha-Male | #IFBAP",,"If you were a service member that was discharged for not taking the vaccine, there is absolutely no reason to come back now. 

They will just get you on the next ‘pandemic.’",2022-06-23 03:31:46+00:00,0,0,1,0
156,391022333,BaileyIAm,274,7910,just a loser with two (2) dogs,in an existential crisis,Dude all I want to be is a Jedi Master,2022-06-23 03:28:24+00:00,0,1,4,0
157,1348356904058290176,woodhull_abe,1487,8643,"American | OIF / OEF Veteran | Anti-Globalist | Staunch Independent | ""What's past is prologue."" - Shakespeare | Pronouns: Alpha-Male | #IFBAP",,What exactly are we supposed to be ‘proud of’ this month?,2022-06-23 03:24:18+00:00,0,2,2,0
158,1348356904058290176,woodhull_abe,1487,8643,"American | OIF / OEF Veteran | Anti-Globalist | Staunch Independent | ""What's past is prologue."" - Shakespeare | Pronouns: Alpha-Male | #IFBAP",,"Make no mistake, there is a World War for the innocence and souls of our children.",2022-06-23 03:03:35+00:00,1,0,5,0
159,1348356904058290176,woodhull_abe,1487,8643,"American | OIF / OEF Veteran | Anti-Globalist | Staunch Independent | ""What's past is prologue."" - Shakespeare | Pronouns: Alpha-Male | #IFBAP",,I wonder if our politicians realize we think every single one of them is a joke?,2022-06-23 02:49:38+00:00,1,0,2,0
160,203781381,preettyasapeach,706,30014,"🍑 nice, but not nice.",,My cuz sending me work selfies&gt;&gt;🥰😍,2022-06-23 02:28:43+00:00,0,0,0,0
161,474068285,CallMe_PRETTYC,1474,84699,Sc-Callme_prettyc,,Ain’t no way I’m still dealing with this hangover,2022-06-23 02:22:00+00:00,0,0,0,0
162,963553134860800000,caitmccarty,149,10377,22,"Grand Rapids, MI",so hard watching chases wednesday team bc they’re absolute trash 😂 like let me bring my tennies and put me in coach,2022-06-22 23:34:33+00:00,0,0,0,0
163,396265535,JeffMartinez24,386,13324,Voice of reason,Inglewood Ca  ,Souvenirs gonna be the reason I don’t do shit for a month when I get home. 😭🤯,2022-06-22 22:00:09+00:00,0,2,4,0
164,1397269331319398405,grid_events,751,44329,"We help keep families, homes, and communities safe.","Germantown, MD","Cincinnati, OH (3:42 PM)Grid Power Outage Event&gt;&gt; The Ting Network detected an Electric Utility Grid Power Outage event. The event started at 3:42 PM local time and impacted at least 4 homes.",2022-06-22 20:00:57+00:00,0,0,0,0
165,203781381,preettyasapeach,706,30014,"🍑 nice, but not nice.",,My 4 yr old nephew absolutely hatessssss meijer and I think that shit is funny ash. 😂😂😂😭😭,2022-06-22 19:14:19+00:00,0,0,0,0
166,1527826465,WyoBio,791,1408,"Fostering the understanding, appreciation and conservation of biological diversity through innovative research, education, and outreach.","Laramie, WY","Help us congratulate them! 🎉

Rachel Arrick
David Atkins
Kathan Bandopadhyay
Katie Davis
Annabella Helman
Bridger Huhn
Leo Khasoha 
Sarah Lindley
Albert Mason
Hailey Mount
Yasaman Shakeri
Erin Stewart
Mel Torres
Tana Verzuh
Luke Wilde",2022-06-22 18:39:37+00:00,1,0,5,0
167,347909007,LookAtTEDDIE,3664,18510,|Father Of Cairo D. Eddie🦁|Louisianimal🦍|Cancer♋️| IG:EddieBoi318🐻,Da Boot🐊,Only think I can do is keep grindin’ 😤🤌🏾❕,2022-06-22 16:35:42+00:00,0,0,0,0
168,474068285,CallMe_PRETTYC,1474,84699,Sc-Callme_prettyc,,Niggas need to understand calling a female thick is not a compliment ‼️,2022-06-22 14:12:43+00:00,0,0,0,0
169,474068285,CallMe_PRETTYC,1474,84699,Sc-Callme_prettyc,,Look like I’m not having my hair done for the 4th,2022-06-22 14:05:05+00:00,0,0,0,0
170,474068285,CallMe_PRETTYC,1474,84699,Sc-Callme_prettyc,,I woke up still drunk n my mama won’t help me 🤦🏾‍♀️,2022-06-22 13:59:26+00:00,0,1,0,0
171,3988948278,samlikespizza93,3627,177835,• Wubhub • G Jones • Zeds Dead • GRiZ • Ravenscoon • CharlestheFirst • CloZee • Drum and bass is fast #forestfam #blacklivesmatter,NorCal,Just took my last real shower for the next 5 days 🥲,2022-06-22 13:48:43+00:00,0,2,10,0
172,474068285,CallMe_PRETTYC,1474,84699,Sc-Callme_prettyc,,Today was the only day I ever woke up confused where I was at,2022-06-22 13:39:56+00:00,0,0,0,0
173,373661479,lanafrmthenorth,2454,108805,𝟭𝟭.𝟮𝟬.𝟮𝟭 💍 | 𝗯𝗶𝗴 𝗟𝗘𝗢 👑 | 𝗚𝗩𝗦𝗨 ‘𝟭𝟲💙 |⁣ 𝗠𝗦𝗨 ‘𝟮𝟱 💚,where the money resides ,"Last night I was getting on Jamar’s nerves and he told me he was gon put me in the friend zone. We is married, how you gon do that??? 😂😭",2022-06-22 13:09:14+00:00,0,0,3,0
174,935215609947844608,DaveRobisonTN,261,2210,"Vocal Performer and Keeper of the Buttery Man-Voice (tm), Literary Alchemist, Parasocial Comfort Food, Aging Optimist, Instigator of Creative Mayhem","Chicago, IL","No walk today. I tried tossing hay bales like a 20-year old a couple days ago and now I can barely walk across the room, let alone down a dirt road. 😕

Time for some recuperative self-care…",2022-06-22 12:23:33+00:00,0,0,4,0
175,3988948278,samlikespizza93,3627,177835,• Wubhub • G Jones • Zeds Dead • GRiZ • Ravenscoon • CharlestheFirst • CloZee • Drum and bass is fast #forestfam #blacklivesmatter,NorCal,Lmao so wild to think that this day has been in the making since December of 2019,2022-06-22 12:16:44+00:00,0,1,5,0
176,373661479,lanafrmthenorth,2454,108805,𝟭𝟭.𝟮𝟬.𝟮𝟭 💍 | 𝗯𝗶𝗴 𝗟𝗘𝗢 👑 | 𝗚𝗩𝗦𝗨 ‘𝟭𝟲💙 |⁣ 𝗠𝗦𝗨 ‘𝟮𝟱 💚,where the money resides ,"Put On x Jeezy &amp; Ye is one of my all time fav songs, and I get so hurt when Ye says “I lost the only girl in the world who know me best.” 😭",2022-06-22 12:15:38+00:00,0,0,1,0
177,3988948278,samlikespizza93,3627,177835,• Wubhub • G Jones • Zeds Dead • GRiZ • Ravenscoon • CharlestheFirst • CloZee • Drum and bass is fast #forestfam #blacklivesmatter,NorCal,HAPPY FOREST DAY EVERYONE CAN’T WAIT TO SEE EVERYONE TONIGHT,2022-06-22 12:13:50+00:00,4,3,35,0
178,373661479,lanafrmthenorth,2454,108805,𝟭𝟭.𝟮𝟬.𝟮𝟭 💍 | 𝗯𝗶𝗴 𝗟𝗘𝗢 👑 | 𝗚𝗩𝗦𝗨 ‘𝟭𝟲💙 |⁣ 𝗠𝗦𝗨 ‘𝟮𝟱 💚,where the money resides ,"Bro this lady I work with talk more than my daddy. Ma’am, I’m sorry but I do not care about your lymphedema",2022-06-22 11:19:55+00:00,0,0,1,0
179,1032136902294560768,emilyp2421,106,3710,21 🌸 i’m just here bro,,the only thing i’m looking forward to with the park opening up is the general store that i can actually walk to opening up.. aka access to drinks other than at the pub 🥲😅😅,2022-06-22 06:41:14+00:00,0,0,0,0
180,1032136902294560768,emilyp2421,106,3710,21 🌸 i’m just here bro,,not excited for the park to reopen 😅😅 i don’t want to work,2022-06-22 06:32:13+00:00,0,0,0,0
181,1070745272458842113,LarryFieldsTCG,235,1673,PT Phoenix 2020 | Twitch Streamer | MTG Grinder | FAB Grinder |,"Grand Rapids, Michigan",Another 5-0 with trusty Rakdos Midrange (Pioneer). Think I know what I am going to be jamming in the upcoming RCQ season. 😀,2022-06-22 06:19:50+00:00,0,1,0,0
182,1032136902294560768,emilyp2421,106,3710,21 🌸 i’m just here bro,,"i’ve basically had no roommate my whole time in yellowstone… having one is going to be so weird. however.., a little less lonely",2022-06-22 05:52:00+00:00,0,0,0,0
183,805865380673679360,BrokawTim,1029,13819,"Retired Proud BOOMER ...former Texan
 I believe in Democratic values yet Independant. Wind power!!!!!  🚫DM's  #Independant  YES wind generators ! #BlueCrew","Wyoming, USA","Democrats or independants that want to smash ""MAGATS"" And associates ... join #BlueCrew... put it on your profile and join the group",2022-06-22 04:15:43+00:00,0,0,0,0
184,1441215849159806976,JeremyDCarlisle,109,955,"Unapologetic globalphile & lover of aviation, books, fine art, classical music, travel, food & wine. Chocolate is salad. Opinions my own. No DMs. He/Him/His",Michigan & NYC,I just need to stop following the food tweets. They're no longer inspiring. They're just down right a tease. 😂,2022-06-22 04:01:15+00:00,0,0,0,0
185,1072310156,MrKatsu_,133,2962,(toe knee)⚜️//Sony A7IV - Nikon F3// artist,Somewhere,I just spent $100 to develop 5 rolls of films.  Wtf,2022-06-22 01:53:19+00:00,0,0,1,0
186,1420736848394137603,trixie1111111,71,694,777,,niggas a cheat on you then get right back on the game😭 they rlly dgaf🥲,2022-06-22 01:48:32+00:00,0,0,1,0
187,805865380673679360,BrokawTim,1029,13819,"Retired Proud BOOMER ...former Texan
 I believe in Democratic values yet Independant. Wind power!!!!!  🚫DM's  #Independant  YES wind generators ! #BlueCrew","Wyoming, USA","Its time ... the time has come ... even in the extremist web sites 
DUMP TRUMP and move on!!!!!",2022-06-22 01:36:19+00:00,0,0,0,0
188,2299049257,BigSkyWrestling,357,6083,"Wyoming's longest running pro 🤼‍♀️🤼‍♀️wrestling promotion💪. 🇵🇷 | ⚾ Astros, Mets, Rays. #Wooston, All things crypto","Laramie, WY",I see that Angel Hernandez has some competition with bad and bogus calls.,2022-06-22 00:51:08+00:00,0,0,0,0
189,805865380673679360,BrokawTim,1029,13819,"Retired Proud BOOMER ...former Texan
 I believe in Democratic values yet Independant. Wind power!!!!!  🚫DM's  #Independant  YES wind generators ! #BlueCrew","Wyoming, USA","When #45 is gone as well as his heinous supporters .. .  For good,   America will be for the better and survive!!!",2022-06-22 00:45:20+00:00,1,0,0,0
190,480932838,CatbugBass,19151,39963,She/Her • headbanging e-thot Succubus🦖🍄👽 CultOfᴿᵉᶻᶻ Cyclops Army👁🖤Excision ⒷⒶⓈⓈ ⓈⓁⓊⓉ D&D ⚔️ Yogi🧘🏻‍♀️ Appalachian🌲 Links Below🍑 $50 unblock fee,PLUR,Crazy how people can just forget you exist and move on to a completely new friend group like you never even mattered lmfao,2022-06-22 00:19:11+00:00,2,3,18,0
191,954578041,JKatje,120,3407,http://t.co/pKGUKtWP7G,"Grand Rapids, MI",Good lord this Uvalde stuff just keeps getting worse. So sad and frustrating.,2022-06-21 18:13:26+00:00,0,0,0,0
192,1296684565126209537,kiingxtevin,224,5169,♉️,"Atlanta, GA",I bout to quit… fuck it,2022-06-21 16:53:52+00:00,0,0,0,1
193,2934668019,hegotgame__10,1090,5177,Took a lot of risk 🎲half of them failed but I never complained 🧛🏾,,You out here risking it for your fam man you just like me,2022-06-21 16:30:32+00:00,0,0,0,1
194,2934668019,hegotgame__10,1090,5177,Took a lot of risk 🎲half of them failed but I never complained 🧛🏾,,You can’t turn mud into diamonds then you won’t feel my pain,2022-06-21 16:28:38+00:00,0,0,1,0
195,50179868,britshaniece,9442,433539,♚AKA♚ I will block you weirdos. Please don’t play with me.,Philly/NYC,It’s absolutely dickeating to make someone get up because a celeb walked in. I’d be so disgusted by the fangirling alone. Have some pride.,2022-06-21 14:38:24+00:00,3,0,10,0
196,1035945635097325570,_LaReinaa31,270,8866,,,These people so weird!! I can’t wait to leave this job dawg,2022-06-21 10:27:22+00:00,0,0,0,0
197,1035945635097325570,_LaReinaa31,270,8866,,,This girl really making me dislike her…,2022-06-21 10:21:46+00:00,0,0,0,0
198,2934668019,hegotgame__10,1090,5177,Took a lot of risk 🎲half of them failed but I never complained 🧛🏾,,Let’s slide leave all bad vibes on the interstate,2022-06-21 04:24:58+00:00,0,0,0,0
199,2196194656,veroyolanda_,193,18387,•29 year old lady Sag ☼ |Taurus ☽ | Cancer ⤒ •Latina •5’2’ with some attitude. •Mexican vanilla. •✨Chronically ill✨ ☼☾ SC-IG: veronicayolanda 👸🏼🌵🌙🖤 ♐︎,Michigan,Making friends in your late 20s is fucking hard. Like damn what does a bitch gotta do to have some real friends.😭,2022-06-21 02:51:40+00:00,0,0,0,0
200,2196194656,veroyolanda_,193,18387,•29 year old lady Sag ☼ |Taurus ☽ | Cancer ⤒ •Latina •5’2’ with some attitude. •Mexican vanilla. •✨Chronically ill✨ ☼☾ SC-IG: veronicayolanda 👸🏼🌵🌙🖤 ♐︎,Michigan,My body hurts and I just wanna punch something.😩,2022-06-21 02:51:01+00:00,0,0,0,0
201,949054330967126016,NorthPhillyBul,232,9910,,"Philadelphia, PA",Mind so sharp might fuck around and cut my head off,2022-06-21 02:28:45+00:00,0,0,0,0
202,1490786106471858177,imUnkleKen,213,2514,Things are closer than they may appear……… Just a place for my thoughts 🤷🏾‍♂️ ……………………No Business inquiries,,In life sometimes you have to clear space for more blessings,2022-06-21 02:18:47+00:00,0,0,0,0
203,321669326,RobertCraverIII,1327,40449,IG: Robertcraver_III | #Lakeshow God is Good. #LLT♥️,Everywhere,I feel like John Dutton.,2022-06-21 00:59:49+00:00,0,0,1,0
204,474068285,CallMe_PRETTYC,1474,84699,Sc-Callme_prettyc,,Im sick I have a real job and can’t just jump up and go OT like I was last summer,2022-06-21 00:33:27+00:00,0,0,0,0
